AP,BAIRRO,LOGRADOURO,INÍCIO,FIM ,LADO,VAGAS,TEMPO DE PERMANÊNCIA,PERÍODO DE FUNCIONAMENTO,POSIÇÃO,LOCALIZAÇÃO,OBSERVAÇÃO,PORTARIA Nº
1.0,CENTRO,AV TREZE DE MAIO,AV ALMIRANTE BARROSO,RUA EVARISTO DA VEIGA,ÍMPAR,29,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H - ÚNICO DE SEG A DOM DAS 19H ÀS 24H,A 90 GRAUS DA VIA,ENTRE OS Nº:  45-23,,28.009 D (DO 17/09/2004)
1.0,CENTRO,AV TREZE DE MAIO,AV ALMIRANTE BARROSO,RUA EVARISTO DA VEIGA,ÍMPAR,13,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H - ÚNICO DE SEG A DOM DAS 19H ÀS 24H,A 90 GRAUS DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,ESTAC FECHADO (ALFREDO AGACHE),,,BOLSÃO,125,ÚNICO (3 TÍQUETES),SEG A SEX DAS 7H ÀS 21H - SÁB DAS 7H ÀS 16H,VARIÁVEL,,,RESOL. 1381 (DO 03/06/2004) e 1392 (DO 05/07/2004)
1.0,CENTRO,ESTAC FECHADO (BEIRA MAR 1 ),,,BOLSÃO,103,ÚNICO (3 TÍQUETES),SEG A SEX DAS 7H ÀS 19H,VARIÁVEL,ref.: LD/OP AV.MAL.CÂMARA,,RESOL. 1381 (DO 03/06/2004) e 1392 (DO 05/07/2004)
1.0,CENTRO,ESTAC FECHADO (BEIRA MAR 2),,,BOLSÃO,89,ÚNICO (3 TÍQUETES),SEG A SEX DAS 7H ÀS 23H,VARIÁVEL,ref.: LD/OP AV.R.BCO,MODIFICADO PERÍODO DE FUNCIONAMENTO EM 30/04/2007 (anterior:7h às 19h),RESOL. 1381 (DO 03/06/2004) e 1392 (DO 05/07/2004)
1.0,CENTRO,ESTAC FECHADO (PRAÇA XV 1),,,BOLSÃO,335,ÚNICO (3 TÍQUETES),SEG A DOM DAS 7H ÀS 21H,VARIÁVEL,ao lado do Rest Albamar,,RESOL. 1381 (DO 03/06/2004) e 1392 (DO 05/07/2004)
1.0,CENTRO,ESTAC FECHADO (PRAÇA XV 2),,,BOLSÃO,38,ÚNICO (3 TÍQUETES),SEG A SEX DAS 7H ÀS 21H,VARIÁVEL,sob viaduto,,"RESOL. 1381 (DO 03/06/2004), 1392 (DO 05/07/2004) e 1551 (DO 01/06/2006)"
1.0,CENTRO,ESTAC FECHADO (SANTA LUZIA),,,BOLSÃO,41,ÚNICO (3 TÍQUETES),SEG A SEX DAS 7H ÀS 19H,VARIÁVEL,,,RESOL. 1381 (DO 03/06/2004) e 1392 (DO 05/07/2004)
1.0,CENTRO,LARGO DA LAPA,RUA DO PASSEIO,RUA EVARISTO DA VEIGA,DIREITO,34,ÚNICO (dias/horários especiais),QUI A DOM E FERIADOS DAS 20H ÀS 5H,AO LONGO DA VIA,TODO O TRECHO (INÍCIO NA LATERAL DA ESC.DE MÚSICA),,28.009 D (DO 17/09/2004)
1.0,CENTRO,LARGO DA MISERICÓRDIA,TR SANTA LUZIA,RUA DA MISERICORDIA,-,15,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,LARGO DA MISERICÓRDIA,RUA DA MISERICÓRDIA,TR SANTA LUZIA,-,9,ROTATIVO 4H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,JUNTO À LADEIRA DA MISERICÓRDIA,,32.697 (DO 11/01/2006)
1.0,CENTRO,PRAÇA ANTENOR FAGUNDES,RUA SANTA LUZIA,AV GENERAL JUSTO,ESQUERDO,10,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA ANTENOR FAGUNDES,RUA SANTA LUZIA,AV GENERAL JUSTO,DIREITO,17,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA CRUZ VERMELHA,AV HENRIQUE VALADARES,RUA CARLOS SAMPAIO,PAR,3,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:  10-12,,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA DA REPÚBLICA,RUA BUENOS AIRES,RUA DA CONSTITUIÇÃO,PAR,15,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:  70-40,,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA DA REPÚBLICA,RUA DA ALFÂNDEGA,AV PRES. VARGAS,PAR,17,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA DA REPÚBLICA,RUA DA CONSTITUIÇÃO,RUA VISC. DE RIO BRANCO,PAR,12,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,A 45 GRAUS DA VIA,ENTRE OS Nº:  26-22,,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA DA REPÚBLICA,RUA MONCORVO FILHO,RUA FREI CANECA,ÍMPAR,13,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,A 45 GRAUS DA VIA,BAIA (HOSP. SOUZA AGUIAR),,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA DA REPÚBLICA,RUA SENHOR DOS PASSOS,RUA BUENOS AIRES,PAR,8,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:  84-74,,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA JOÃO PESSOA,,,ÍMPAR,4,ÚNICO,SEG A QUA DAS 7H ÀS 19H - QUI A SÁB DAS 7H ÀS 5H,A 90 GRAUS DA VIA,ENTRE OS Nº:  1-3,"alterado nº de vagas, de: 5 para 4,  conf. Proc.:03/070.189/06 na Ges em 16/01/06",28.243 (DO 04/10/2004) E 1.820 (DO 15/03/2007)
1.0,CENTRO,PRAÇA JOÃO PESSOA,,,ÍMPAR,9,ÚNICO,SEG A QUA DAS 7H ÀS 19H - QUI A SÁB DAS 7H ÀS 5H,A 90 GRAUS DA VIA,ENTRE OS Nº:  7-9, alterado nº de vagas : de 09 para 08 - conf sugestão Ges - Proc.:03/070.151/06 - na Ges em 06/11/06,28.243 (DO 04/10/2004) E 919 (DO 08/12/2006)
1.0,CENTRO,PRAÇA JOÃO PESSOA,,,PAR,2,ÚNICO,SEG A QUA DAS 7H ÀS 19H - QUI A SÁB DAS 7H ÀS 5H,AO LONGO DA VIA,E/F Nº:  16,,28.243 (DO 04/10/2004)
1.0,CENTRO,PRAÇA JOÃO PESSOA,,,PAR,9,ÚNICO,SEG A QUA DAS 7H ÀS 19H - QUI A SÁB DAS 7H ÀS 5H,A 90 GRAUS DA VIA,ENTRE OS Nº: 4-6 E E/F Nº:  8,,28.243 (DO 04/10/2004)
1.0,CENTRO,PRAÇA MARECHAL ÂNCORA,AV ALFRED AGACHE,CAIS PHAROUX,-,26,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA MARECHAL ÂNCORA,AV ALFRED AGACHE,CAIS PHAROUX,-,28,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,A 90 GRAUS DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA TIRADENTES,RUA DA CONSTITUIÇÃO,RUA VISC. DE RIO BRANCO,ÍMPAR,5,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A DOM DAS 19H ÀS 24H,AO LONGO DA VIA,ENTRE OS Nº:  75-85,,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA TIRADENTES,RUA DA CONSTITUIÇÃO,RUA VISC. DE RIO BRANCO,ÍMPAR,13,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A DOM DAS 19H ÀS 24H,A 90 GRAUS DA VIA,ENTRE OS Nº:  75-85 (LADO OPOSTO),,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA TIRADENTES,RUA GONÇALVES LEDO,RUA IMPEATRIZ LEOPOLDINA,PAR,3,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A DOM DAS 19H ÀS 24H,AO LONGO DA VIA,ENTRE OS Nº:  72-76,,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA TIRADENTES,RUA GONÇALVES LEDO,RUA IMPEATRIZ LEOPOLDINA,PAR,8,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 13H - ÚNICO DE SEG A DOM DAS 19H ÀS 24H,AO LONGO DA VIA,ENTRE OS Nº:  64-68,,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA VINTE E DOIS DE ABRIL,AV GAL JUSTO,PÇA VINTE E DOIS DE ABRIL,AMBOS,27,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,A 45 GRAUS DA VIA,"AMBOS OS LADOS DA PRAÇA,ENTRE A AV GAL JUSTO E O Nº36",,30.747 (DO 21/06/2005)
1.0,CENTRO,PRAÇA VIRGÍLIO DE MELO FRANCO,AV MAL CÂMARA,AV PRES. ANTÔNIO CARLOS,-,96,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,PRAÇA XV DE NOVEMBRO,RUA PRIMEIRO DE MARÇO,RUA DO MERCADO,PAR,10,ROTATIVO 2H,"SEG A SEX DAS 7H ÀS 19H - SÁB , DOM E FERIADOS DAS 7H ÀS 13H",AO LONGO DA VIA,NA BAIA DE ESTACIONAMENTO,,28.300 (DO 07/10/2004)
1.0,CENTRO,RUA ALEXANDRE MACKENZIE,AV MAL FLORIANO,RUA SENADOR POMPEU,PAR,10,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº:6 A 12,,35.130 (DO 04/09/2006) - I -
1.0,CENTRO,RUA ALEXANDRE MACKENZIE,AV MAL FLORIANO,RUA SENADOR POMPEU,PAR,4,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,E/F AO Nº:96,,35.130 (DO 04/09/2006) - II -
1.0,CENTRO,RUA ARAÚJO PORTO ALEGRE,AV GRAÇA ARANHA,AV PRES. ANTÔNIO CARLOS,ESQUERDO,40,ÚNICO (EM EVENTOS),EM EVENTOS,A 45 GRAUS DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA ARAÚJO PORTO ALEGRE,AV RIO BRANCO,RUA MÉXICO,PAR,19,ÚNICO,SEG A DOM DAS 19H ÀS 24H,A 45 GRAUS DA VIA,E/F Nº:  80,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA ARAÚJO PORTO ALEGRE,RUA MÉXICO,AV GRAÇA ARANHA,AMBOS,34,ÚNICO (EM EVENTOS),EM EVENTOS,A 45 GRAUS DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA AZEREDO COUTINHO,,,PAR,11,ROTATIVO 4H,"SEG A SEX DAS 7H  ÀS  19H - SÁB , DOM E FERIADOS DAS 7H ÀS 13H",AO LONGO DA VIA,DO Nº:38 ATÉ A RUA GAL CALDWELL,,35.131 (DO 04/09/2006) 
1.0,CENTRO,RUA BENEDITINOS,RUA DO ACRE,RUA MAIRINK VEIGA,PAR,25,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,A 90 GRAUS DA VIA,A 14M DA R.ACRE ATÉ 5M DA R.M.VEIGA,,32.890 (DO 02/02/2006) - Art.1º ( I ) -
1.0,CENTRO,RUA BENEDITO HIPOLITO,RUA SANTANA,RUA MARQUÊS DE POMBAL,PAR,20,ÚNICO,SEG A SEX DAS 7H ÀS 19H,A 45 GRAUS DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA BUENOS AIRES,AV PASSOS,RUA DA CONCEIÇÃO,ÍMPAR,14,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA BUENOS AIRES,AV PASSOS,RUA GONÇALVES LEDO,ÍMPAR,15,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA BUENOS AIRES,AV RIO BRANCO,RUA URUGUAIANA,ÍMPAR,18,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA BUENOS AIRES,PÇA DA REPÚBLICA,RUA REPÚBLICA DO LÍBANO,ÍMPAR,11,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004); 28.289 (DO 06/10/2004)
1.0,CENTRO,RUA BUENOS AIRES,RUA DA CONCEIÇÃO,RUA DOS ANDRADAS,ÍMPAR,14,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA BUENOS AIRES,RUA DOS ANDRADAS,RUA DA CONCEIÇÃO,ÍMPAR,22,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº:  159-181,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA BUENOS AIRES,RUA PRIMEIRO DE MARÇO,AV RIO BRANCO,PAR,26,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004) E 2.258 (DO 14/05/07)
1.0,CENTRO,RUA BUENOS AIRES,RUA REGENTE FEIJÓ,RUA GONÇALVES LEDO,ÍMPAR,15,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA BUENOS AIRES,RUA REGENTE FEIJÓ,RUA REPÚBLICA DO LÍBANO,ÍMPAR,16,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004) E 34.963 (DO 22/08/2006)
1.0,CENTRO,RUA BUENOS AIRES,RUA URUGUAIANA,RUA DOS ANDRADAS,ÍMPAR,15,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA BUENOS AIRES,RUA URUGUAIANA,RUA DOS ANDRADAS,ÍMPAR,15,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº:  135-153,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA CAMERINO,AV MAL FLORIANO,RUA LEANDRO MARTINS,ÍMPAR,4,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,E/F Nº:  101,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA CAMERINO,RUA SACADURA CABRAL,RUA SENADOR POMPEU,ÍMPAR,32,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:  3-11,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA CAMERINO,RUA SENADOR POMPEU,RUA LEANDRO MARTINS,IMPAR,17,ROTATIVO 2H,"SEG A SEX DAS 7H ÀS 19H - SÁB, DOM E FERIADOS DAS 7H ÀS 13H",AO LONGO DA VIA,ENTRE OS Nº: 55 - 109,,34.912 (DO  16/08/2006)
1.0,CENTRO,RUA CARLOS DE CARVALHO,RUA CARLOS SAMPAIO,AV MEM DE SÁ,PAR,17,ROTATIVO 4H,"SEG A SEX DAS 7H ÀS 19H - SÁB , DOM E FERIADOS DAS 7H ÀS 13H",AO LONGO DA VIA,ENTRE OS Nº:  44-60,,28.447 (DO 20/10/2004)
1.0,CENTRO,RUA CARLOS DE CARVALHO,RUA UBALDINO DO AMARAL,RUA CARLOS SAMPAIO,ÍMPAR,25,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA CARLOS SAMPAIO,PÇA CRUZ VERMELHA ,RUA DO RESENDE,ÍMPAR,23,ÚNICO,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:  319-351,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA CONSELHEIRO SARAIVA,RUA CANDELÁRIA,RUA DA QUITANDA,ÍMPAR,11,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:  21-45,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA CONSELHEIRO SARAIVA,RUA CORTINES LAXE,RUA SÃO BENTO,PAR,17,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,E/F Nº:  22,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA CONSELHEIRO SARAIVA,RUA PRIMEIRO DE MARÇO,RUA CORTINES LAXE,PAR,10,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:  8-20,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA CONSELHEIRO SARAIVA,RUA PRIMEIRO DE MARÇO,RUA CANDELÁRIA,ÍMPAR,11,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:  3-13,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA CORTINES LAXE,RUA DOM GERARDO,RUA CONSELHEIRO SARAIVA,PAR,13,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,A 90 GRAUS DA VIA,ENTRE OS Nº:  2-10,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DA ASSEMBLÉIA,RUA PRIMEIRO DE MARÇO,AV RIO BRANCO,AMBOS,35,ÚNICO (EM EVENTOS),SEG A SEX DAS 20H ÀS 2H (EM EVENTOS),AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DA CONSTITUIÇÃO,RUA REGENTE FEIJÓ,RUA GONÇALVES LEDO,PAR,10,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 23H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº:  22-2,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DA CONSTITUIÇÃO,RUA REPÚBLICA DO LÍBANO,RUA REGENTE FEIJÓ,PAR,12,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 23H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº:  66-24,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DAS MARRECAS,RUA EVARISTO DA VEIGA,RUA DO PASSEIO,ÍMPAR,20,ROTATIVO 2H / ÚNICO EM EVENTOS,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 16H - ÚNICO ÀS SEX E SÁB DAS 19H ÀS 5H DO DIA SUBSEQÜENTE (EM EVENTOS),AO LONGO DA VIA,ENTRE OS Nº:  3-33,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DAS MARRECAS,RUA EVARISTO DA VEIGA,RUA DO PASSEIO,PAR,5,ROTATIVO 2H / ÚNICO EM EVENTOS,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 16H - ÚNICO ÀS SEX E SÁB DAS 19H ÀS 5H DO DIA SUBSEQÜENTE (EM EVENTOS),AO LONGO DA VIA,ENTRE O Nº:  18 E LADO OPOSTO AO Nº. 09,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DAS MARRECAS,RUA EVARISTO DA VEIGA,RUA DO PASSEIO,PAR,8,ROTATIVO 2H / ÚNICO EM EVENTOS,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H E SÁB DAS 7H ÀS 16H - ÚNICO ÀS SEX E SÁB DAS 19H ÀS 5H DO DIA SUBSEQÜENTE (EM EVENTOS),AO LONGO DA VIA,ENTRE OS Nº:  36-46,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DEBRET,AV NILO PEÇANHA,AV ALMIRANTE BARROSO,PAR,5,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,E/F Nº:80,,31.719 -item: II (DO 30/09/2005)
1.0,CENTRO,RUA DO ACRE,AV MAL FLORIANO,RUA LEANDRO MARTINS,PAR,5,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:  122-120,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DO ACRE,AV MAL FLORIANO,RUA MAJOR DAEMON,PAR,14,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,E/F Nº:  108,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DO ACRE,AV MAL FLORIANO,RUA MIGUEL COUTO,ÍMPAR,12,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:  83-75,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DO ACRE,RUA ALCÂNTARA MACHADO,RUA BENEDITINOS,ÍMPAR,9,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:  47-33,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DO ACRE,RUA BENEDITINOS,RUA SÃO BENTO,ÍMPAR,8,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:  29-15,,28.009 D (DO 17/09/2004) E 2.321 (22/05/2007)-ART 2º-
1.0,CENTRO,RUA DO ACRE,RUA LEANDRO MARTINS,RUA MAJOR DAEMON,PAR,9,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,E/F Nº:  108,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DO ACRE,RUA MAJOR DAEMON,AV RIO BRANCO,PAR,13,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:  34-24,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DO ACRE,RUA MAJOR DAEMON,RUA MIGUEL COUTO,PAR,16,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DO ACRE,RUA MIGUEL COUTO,RUA ALCÂNTARA MACHADO,ÍMPAR,13,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,AO LONGO DA VIA,ENTRE OS Nº:  63-51,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DO LAVRADIO,RUA DO RIACHUELO,RUA DO SENADO,PAR,93,ÚNICO (EM EVENTOS),SEX E SÁB DAS 19H ÀS 5H DO DIA SUBSEQÜENTE (EM EVENTOS),AO LONGO DA VIA,TODO O TRECHO,,28.009 D (DO 17/09/2004); 28.245 (DO 04/10/2004)
1.0,CENTRO,RUA DO LAVRADIO,RUA DO REZENDE,AV MEM DE SÁ,PAR,7,ÚNICO (EM EVENTOS),QUI A DOM E FERIADOS DAS 20H ÀS 5H DO DIA SUBSEQÜENTE (EM EVENTOS),AO LONGO DA VIA,ENTRE OS Nº 170 E 158,,28.245 (DO 04/10/2004)
1.0,CENTRO,RUA DO MERCADO,PÇA QUINZE DE NOVEMBRO,RUA DO OUVIDOR,ÍMPAR,14,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H - ÚNICO DE SEG A SEX DAS 19H ÀS 23H,AO LONGO DA VIA,ENTRE OS Nº:  7-25,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DO MERCADO,RUA DO ROSÁRIO,TR TINOCO,ÍMPAR,11,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H - ÚNICO DE SEG A SEX DAS 19H ÀS 23H,A 90 GRAUS DA VIA,ENTRE OS Nº:  49-43,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DO PASSEIO,RUA SENADOR DANTAS,AV REPÚBLICA DO PARAGUAI,PAR,22,ROTATIVO 2H / ÚNICO,ROTATIVO 2H DE SEG A SEX DAS 7H ÀS 19H - ÚNICO DE SEG A SEX DAS 19H ÀS 23H,AO LONGO DA VIA,ENTRE OS Nº:  56-98,,30.748 (DO 21/06/2005)
1.0,CENTRO,RUA DO RIACHUELO,AV HENRIQUE VALADARES,RUA DO SENADO,PAR,22,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H,A 90 GRAUS DA VIA,ENTRE OS Nº:  380-350,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DO RIACHUELO,RUA DO LAVRADIO,AV MEM DE SÁ,PAR,7,ÚNICO (dias/horários especiais),QUI A DOM E FERIADOS DAS 20H ÀS 5H,AO LONGO DA VIA, ENTRE OS Nº:  30-55 (MEM DE SÁ),PRÓXIMO AO POSTO DE ABASTECIMENTO,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DO RIACHUELO,RUA FRANCISCO MURATORI,RUA DO LAVRADIO,PAR,7,ÚNICO (dias/horários especiais),QUI A DOM E FERIADOS DAS 20H ÀS 5H,AO LONGO DA VIA,ENTRE OS Nº:  54-48,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DO RIACHUELO,RUA FRANCISCO MURATORI,RUA DO LAVRADIO,PAR,9,ÚNICO (dias/horários especiais),QUI A DOM E FERIADOS DAS 20H ÀS 5H,AO LONGO DA VIA,ENTRE OS Nº:  42-32,,28.009 D (DO 17/09/2004)
1.0,CENTRO,RUA DO RIACHUELO,RUA FREI CANECA,RUA DO SENADO,PAR,3,ROTATIVO 2H,SEG A SEX DAS 7H ÀS 19H - SÁB DAS 7H ÀS 13H,AO LONGO DA VIA,ENTRE OS Nº:414-410 ,,32.703 (DO 11/01/2006)
